Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KW_BIOLOGICAL_PROCESS	KW-0066~ATP synthesis	3	1.5384615384615385	0.07220532378040563	7332560, 7331071, 7332559	75	5	788	6.304	0.9375231078214324	0.5343193959750017	0.5343193959750017
UP_KW_LIGAND	KW-0186~Copper	3	1.5384615384615385	0.07723396132830572	7332514, 7332515, 7332511	60	6	734	6.116666666666667	0.8659428256782369	0.5659112005750524	0.5659112005750524
UP_KW_LIGAND	KW-0786~Thiamine pyrophosphate	3	1.5384615384615385	0.07723396132830572	7331041, 7331266, 7331931	60	6	734	6.116666666666667	0.8659428256782369	0.5659112005750524	0.5659112005750524
GOTERM_MF_DIRECT	GO:0005525~GTP binding	5	2.564102564102564	0.07932766127507165	7332131, 7332866, 7330326, 7332973, 7330325	151	26	2353	2.996688741721855	0.999936861228222	0.7602433965770574	0.7472477829603555
INTERPRO	IPR013815:ATP_grasp_subdomain_1	3	1.5384615384615385	0.08763590201212344	7333283, 7333213, 7331039	188	9	3317	5.881205673758865	1.0	1.0	0.996
INTERPRO	IPR000089:Biotin_lipoyl	3	1.5384615384615385	0.08763590201212344	7332461, 7331042, 7331266	188	9	3317	5.881205673758865	1.0	1.0	0.996
INTERPRO	IPR029052:Metallo-depent_PP-like	3	1.5384615384615385	0.08763590201212344	7330615, 7331614, 7332421	188	9	3317	5.881205673758865	1.0	1.0	0.996
GOTERM_MF_DIRECT	GO:0051082~unfolded protein binding	3	1.5384615384615385	0.08773030443558709	7333370, 7333151, 7330530	151	8	2353	5.843543046357616	0.9999784016754841	0.7602433965770574	0.7472477829603555
GOTERM_CC_DIRECT	GO:0045263~proton-transporting ATP synthase complex, coupling factor F(o)	3	1.5384615384615385	0.09228242916635275	7331073, 7331072, 7331071	142	5	1312	5.543661971830986	0.9267732026343761	0.27684728749905824	0.24608647777694065
GOTERM_CC_DIRECT	GO:0045261~proton-transporting ATP synthase complex, catalytic core F(1)	3	1.5384615384615385	0.09228242916635275	7332560, 7332558, 7332559	142	5	1312	5.543661971830986	0.9267732026343761	0.27684728749905824	0.24608647777694065
KEGG_PATHWAY	ccs04112:Cell cycle - Caulobacter	7	3.5897435897435894	0.09596133363499919	7330968, 7333497, 7333370, 7330066, 7333368, 7332973, 7333149	126	32	1235	2.1440972222222223	0.9984297515229843	0.6141525352639948	0.5757680018099951
UP_SEQ_FEATURE	DOMAIN:Phospholipase D N-terminal	2	1.0256410256410255	0.09636622390875854	7330615, 7331614	148	2	2976	20.10810810810811	0.9999999257360894	1.0	1.0
UP_SEQ_FEATURE	DOMAIN:PhoD-like phosphatase metallophosphatase	2	1.0256410256410255	0.09636622390875854	7330615, 7331614	148	2	2976	20.10810810810811	0.9999999257360894	1.0	1.0
